#TradeId,IsPar,Factor_1,ShiftSize_1,Factor_2,ShiftSize_2,Currency,Base NPV,Delta,Gamma
EQ_2017-02-05_2147.0,FALSE,EquityVolatility/TSLA/0/3M/2000,0,,0,EUR,832.990733,635.945471,137.313858
EQ_2017-02-05_2154.0,FALSE,EquityVolatility/TSLA/0/3M/2000,0,,0,EUR,823.286368,639.222847,150.041065
EQ_2017-02-05_2162.0,FALSE,EquityVolatility/TSLA/0/3M/2000,0,,0,EUR,806.961312,644.299188,176.858555
EQ_2017-02-05_2169.0,FALSE,EquityVolatility/TSLA/0/3M/2000,0,,0,EUR,795.603401,647.989279,194.197109
EQ_2017-02-05_2176.0,FALSE,EquityVolatility/TSLA/0/3M/2000,0,,0,EUR,780.574919,652.644579,219.831255
EQ_2017-02-05_2184.0,FALSE,EquityVolatility/TSLA/0/3M/2000,0,,0,EUR,771.399936,655.709348,233.346047
EQ_2017-02-05_2191.0,FALSE,EquityVolatility/TSLA/0/3M/2000,0,,0,EUR,755.085672,660.649313,262.661973
EQ_2017-02-05_2199.0,FALSE,EquityVolatility/TSLA/0/3M/2000,0,,0,EUR,745.195567,663.871094,278.253506
EQ_2017-02-05_2206.0,FALSE,EquityVolatility/TSLA/0/3M/2000,0,,0,EUR,733.466796,667.557144,298.094716
EQ_2017-02-05_2213.0,FALSE,EquityVolatility/TSLA/0/3M/2000,0,,0,EUR,721.868314,671.189362,317.844375
EQ_2017-02-05_2221.0,FALSE,EquityVolatility/TSLA/0/3M/2000,0,,0,EUR,710.555806,674.731061,337.106721
EQ_2017-02-05_2228.0,FALSE,EquityVolatility/TSLA/0/3M/2000,0,,0,EUR,694.881245,679.357212,366.276925
EQ_2017-02-05_2235.0,FALSE,EquityVolatility/TSLA/0/3M/2000,0,,0,EUR,682.662867,683.081128,387.846175
